Overall,Potential,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
60,,,194.0,77.0,1467.0,324.0,,,,1.0,,57.0,45.0,57.0,,,,,58.0,53.0,40.0,57.0,41.0,,,58.0,73.0,75.0,62.0,,50.0,,92.0,60.0,76.0,55.0,40.0,24.0,,,55.0,55.0,22.0,,,,6.0,,,10.0,,,58.0,,58.0,,,,,,45.0,42.0,45.0,43.0,42.0,,17.0,0.0,,,,,1.0
60,61.0,,,,,,,,,,,22.0,29.0,,59.0,69.0,,17.0,62.0,35.0,,25.0,,,31.0,31.0,70.0,,43.0,52.0,63.0,,82.0,,,15.0,,53.0,29.0,,36.0,57.0,,,,,12.0,16.0,,,40.0,,34.0,34.0,,34.0,,,,38.0,,51.0,51.0,55.0,61.0,55.0,,0.0,0.0,1.0,0.0,0.0,1.0
60,73.0,,,,,,1.0,3.0,,1.0,81.0,61.0,,63.0,,60.0,44.0,,48.0,46.0,53.0,,,,35.0,,,80.0,75.0,57.0,71.0,,72.0,,,,,21.0,58.0,,55.0,58.0,22.0,26.0,24.0,,,13.0,,,,,60.0,,,,,,52.0,,,,,,40.0,,,,0.0,0.0,,,
60,68.0,22.0,179.0,,1514.0,,0.0,3.0,2.0,,76.0,33.0,,56.0,,,56.0,30.0,42.0,54.0,,,,,42.0,,,75.0,70.0,,72.0,41.0,63.0,,57.0,,55.0,49.0,46.0,39.0,,42.0,,62.0,,10.0,6.0,,,,49.0,,,49.0,,,52.0,,,56.0,,,,,,60.0,,,0.0,,,0.0,
60,76.0,,,69.0,1595.0,,,3.0,2.0,1.0,76.0,63.0,,,28.0,49.0,,,52.0,,,,,59.0,51.0,,83.0,70.0,73.0,,,64.0,52.0,69.0,43.0,,40.0,23.0,,,66.0,59.0,,21.0,30.0,13.0,,,,,62.0,,,,,62.0,62.0,,,,,45.0,50.0,48.0,39.0,,,0.0,,1.0,,,1.0
60,,,,75.0,,,1.0,2.0,,1.0,67.0,52.0,,,,55.0,,,41.0,,48.0,58.0,,,,63.0,68.0,,,55.0,62.0,58.0,51.0,,58.0,42.0,,31.0,61.0,61.0,54.0,53.0,,,37.0,11.0,,12.0,,,,,,,58.0,58.0,,61.0,56.0,,53.0,,,,,51.0,,,0.0,,0.0,,
60,66.0,22.0,,74.0,1516.0,,,,2.0,1.0,71.0,,53.0,64.0,30.0,55.0,,54.0,44.0,58.0,,64.0,,42.0,50.0,,,67.0,77.0,53.0,,51.0,,,,,,26.0,,,,,26.0,,33.0,,,,,,,60.0,,,,60.0,,,,61.0,,,50.0,,,,16.0,0.0,,1.0,,,1.0
60,71.0,,186.0,80.0,,351.0,,,3.0,,85.0,,45.0,62.0,,,,,,48.0,,61.0,,43.0,,59.0,83.0,87.0,,54.0,,56.0,67.0,59.0,68.0,55.0,53.0,,,,55.0,,,,32.0,,,,7.0,,,,59.0,59.0,59.0,,,,52.0,59.0,,,51.0,51.0,49.0,51.0,,,0.0,,,,
60,,,194.0,71.0,,323.0,,3.0,,1.0,59.0,,,61.0,,,10.0,8.0,,,,,,12.0,16.0,11.0,15.0,,23.0,44.0,,,,23.0,42.0,5.0,17.0,,,,10.0,,8.0,,,59.0,62.0,61.0,,61.0,22.0,17.0,19.0,,,17.0,,20.0,,20.0,,22.0,,,,,,,0.0,1.0,,0.0,1.0
60,74.0,20.0,,72.0,1609.0,336.0,0.0,2.0,,,65.0,48.0,58.0,65.0,,48.0,39.0,,31.0,66.0,51.0,,,,,68.0,67.0,,61.0,59.0,,59.0,,,,,58.0,52.0,45.0,57.0,56.0,,47.0,61.0,,5.0,,5.0,,12.0,,58.0,58.0,58.0,58.0,,,,62.0,60.0,58.0,60.0,58.0,57.0,55.0,,16.0,0.0,,,,,1.0
60,67.0,24.0,189.0,,1327.0,288.0,1.0,,,,56.0,28.0,38.0,40.0,,66.0,,25.0,59.0,48.0,26.0,,,,,,,58.0,51.0,,53.0,,65.0,,74.0,22.0,,58.0,29.0,,,43.0,,,60.0,14.0,10.0,7.0,7.0,13.0,43.0,,38.0,38.0,38.0,,,43.0,45.0,,54.0,,,,,,17.0,0.0,,1.0,,0.0,1.0
60,77.0,19.0,,,933.0,336.0,1.0,,1.0,,,,65.0,60.0,30.0,,,,9.0,35.0,,8.0,13.0,10.0,,21.0,33.0,,,50.0,43.0,49.0,59.0,,36.0,6.0,20.0,9.0,9.0,40.0,,38.0,,,11.0,,,,,,,21.0,,23.0,23.0,21.0,27.0,25.0,,25.0,21.0,25.0,21.0,,20.0,20.0,,0.0,0.0,1.0,0.0,0.0,
60,,,191.0,,,,1.0,3.0,2.0,,,,48.0,45.0,,72.0,44.0,31.0,,54.0,15.0,40.0,,,53.0,49.0,,,,,,,,,80.0,42.0,60.0,,,,,,59.0,,62.0,,,13.0,,,45.0,,42.0,42.0,42.0,42.0,46.0,47.0,52.0,,56.0,59.0,,57.0,60.0,,21.0,,0.0,,0.0,,
60,,,,63.0,1574.0,330.0,1.0,3.0,3.0,1.0,,47.0,59.0,,36.0,,63.0,45.0,30.0,,45.0,,61.0,,,,,76.0,,,82.0,52.0,,,,,,,,55.0,,58.0,38.0,38.0,34.0,7.0,,15.0,14.0,12.0,54.0,,56.0,,,59.0,60.0,60.0,56.0,,,50.0,54.0,51.0,44.0,,,,,,,,0.0
60,,26.0,172.0,69.0,,,1.0,2.0,2.0,1.0,,,54.0,,56.0,56.0,,,,62.0,,,52.0,58.0,59.0,59.0,68.0,62.0,61.0,59.0,79.0,54.0,,60.0,,,70.0,55.0,,,,53.0,55.0,,,,9.0,5.0,,14.0,50.0,52.0,52.0,,52.0,,,56.0,57.0,56.0,59.0,61.0,,59.0,,59.0,19.0,0.0,,,,,1.0
60,,22.0,,,,303.0,,4.0,,1.0,,,48.0,,,44.0,32.0,63.0,58.0,62.0,38.0,,,,46.0,,75.0,,,,56.0,59.0,66.0,57.0,,,,17.0,,,62.0,,10.0,,,,,,11.0,11.0,,59.0,,,,59.0,61.0,,,60.0,,,,39.0,,,17.0,0.0,,1.0,0.0,0.0,
60,69.0,20.0,180.0,81.0,1439.0,,0.0,,,1.0,53.0,29.0,50.0,,62.0,57.0,,,,,,,32.0,,55.0,55.0,55.0,,,,60.0,37.0,58.0,,59.0,,,60.0,51.0,,,50.0,60.0,65.0,,,,14.0,14.0,6.0,,46.0,,,45.0,46.0,49.0,,53.0,50.0,58.0,,,,,59.0,,,0.0,1.0,0.0,0.0,1.0
60,,,175.0,,1559.0,333.0,0.0,,3.0,1.0,80.0,50.0,,63.0,36.0,48.0,62.0,52.0,,,,,60.0,52.0,57.0,,,79.0,78.0,41.0,,,,,40.0,41.0,,33.0,51.0,51.0,47.0,,29.0,,,,,7.0,,,,59.0,,57.0,57.0,59.0,59.0,61.0,54.0,,52.0,,,50.0,,,15.0,1.0,,0.0,,,0.0
60,67.0,21.0,,,1641.0,348.0,,3.0,2.0,1.0,75.0,53.0,,,,56.0,,,,,,57.0,59.0,,46.0,54.0,76.0,75.0,73.0,56.0,74.0,,,,52.0,,,50.0,50.0,,,53.0,,55.0,,,,13.0,7.0,10.0,56.0,,,56.0,,58.0,,60.0,56.0,60.0,60.0,,,,54.0,60.0,17.0,,0.0,,,0.0,
60,65.0,24.0,,65.0,1459.0,,1.0,3.0,,1.0,,,49.0,,,,,,52.0,54.0,19.0,,,35.0,49.0,,,78.0,65.0,,,,63.0,64.0,,24.0,,54.0,,43.0,37.0,50.0,54.0,56.0,,,,6.0,8.0,,,,50.0,50.0,,,53.0,58.0,,,,,,,57.0,,,,0.0,1.0,,0.0,1.0
60,67.0,22.0,181.0,,1521.0,,,2.0,,1.0,73.0,34.0,49.0,,,67.0,47.0,29.0,55.0,58.0,,,34.0,,53.0,55.0,,,68.0,,62.0,,75.0,65.0,,36.0,,59.0,45.0,,,,,60.0,57.0,,,,,,,52.0,51.0,51.0,,,54.0,,55.0,,,60.0,,,,61.0,17.0,,,0.0,0.0,,
60,76.0,19.0,,75.0,,325.0,,,,,60.0,,56.0,,46.0,,,47.0,43.0,,,,,39.0,62.0,,,54.0,55.0,58.0,66.0,52.0,56.0,,,50.0,61.0,,,,45.0,,,,48.0,13.0,,,8.0,9.0,56.0,,,,58.0,57.0,61.0,,62.0,60.0,56.0,58.0,56.0,,,54.0,,1.0,,0.0,,,
60,60.0,29.0,,70.0,,,1.0,,,1.0,,32.0,46.0,51.0,55.0,73.0,50.0,24.0,40.0,,35.0,48.0,,31.0,,,71.0,73.0,,,73.0,50.0,69.0,,,30.0,68.0,,,42.0,,,,,59.0,,,,,,,,46.0,46.0,46.0,,,53.0,51.0,53.0,60.0,57.0,60.0,,,,,,1.0,0.0,1.0,0.0,
60,,21.0,,,1562.0,336.0,,,,1.0,,,,,,,53.0,63.0,,,56.0,,,49.0,,,,,74.0,,88.0,,75.0,,57.0,58.0,,,53.0,48.0,,,,,21.0,,,,,,62.0,,60.0,60.0,,,,,53.0,,,,,45.0,,45.0,,1.0,,0.0,0.0,0.0,1.0
60,,,175.0,,1564.0,344.0,,3.0,2.0,1.0,,,,63.0,,54.0,57.0,55.0,,62.0,,65.0,,,,63.0,72.0,,,,,,32.0,,59.0,60.0,45.0,,,,,45.0,,40.0,,15.0,,12.0,,9.0,,60.0,,60.0,,60.0,60.0,,59.0,,,54.0,55.0,,,53.0,18.0,1.0,,0.0,0.0,0.0,1.0
60,70.0,22.0,182.0,70.0,1435.0,,,2.0,2.0,,73.0,58.0,,60.0,19.0,62.0,32.0,63.0,,,37.0,,,30.0,41.0,58.0,75.0,72.0,,,62.0,,65.0,,,,62.0,,59.0,,,,13.0,,10.0,9.0,8.0,10.0,12.0,14.0,,,,,59.0,,,,51.0,58.0,,40.0,42.0,40.0,,,18.0,0.0,0.0,1.0,,,1.0
60,,,,70.0,,,1.0,3.0,,1.0,72.0,58.0,,,28.0,,52.0,61.0,,51.0,,72.0,49.0,,,59.0,,,69.0,,,55.0,46.0,55.0,44.0,,,,54.0,52.0,,49.0,37.0,21.0,,,,10.0,7.0,,,,59.0,,59.0,,,,,,47.0,42.0,,44.0,37.0,44.0,15.0,1.0,,0.0,,0.0,1.0
60,67.0,,,,,311.0,,3.0,2.0,1.0,65.0,,48.0,,,53.0,,,,,,55.0,,,38.0,62.0,,,61.0,,69.0,,,50.0,,58.0,,,,52.0,60.0,,,,19.0,,,13.0,,8.0,,,,59.0,,,59.0,57.0,,,43.0,42.0,43.0,42.0,,42.0,17.0,0.0,,,,0.0,1.0
60,70.0,,195.0,,834.0,317.0,1.0,3.0,1.0,,,,,62.0,21.0,,12.0,,14.0,,9.0,,,11.0,,,,,,,28.0,,38.0,18.0,,6.0,,,,,19.0,,,12.0,,,55.0,59.0,56.0,62.0,21.0,,19.0,19.0,,,21.0,20.0,,,,20.0,,,,,61.0,,0.0,1.0,0.0,0.0,1.0
60,63.0,24.0,168.0,62.0,,,,3.0,3.0,1.0,75.0,56.0,56.0,,,,50.0,,55.0,60.0,50.0,65.0,56.0,46.0,58.0,61.0,,,82.0,,79.0,58.0,,65.0,,59.0,,,60.0,,,,57.0,,55.0,10.0,7.0,,9.0,10.0,,62.0,61.0,,61.0,,63.0,,,,62.0,62.0,62.0,62.0,,62.0,17.0,,,,,,1.0
60,,24.0,,65.0,,,1.0,,2.0,,62.0,,59.0,,38.0,,55.0,,,63.0,53.0,65.0,,,,64.0,,59.0,65.0,,70.0,58.0,50.0,45.0,39.0,52.0,42.0,,52.0,,,64.0,,36.0,,11.0,,10.0,9.0,,,59.0,,,58.0,59.0,,,58.0,61.0,52.0,50.0,52.0,,45.0,50.0,16.0,,0.0,,0.0,,0.0
60,69.0,20.0,181.0,,1661.0,,1.0,,,,69.0,59.0,,61.0,,,53.0,58.0,,,,,57.0,,,59.0,,68.0,,,,64.0,54.0,65.0,62.0,,59.0,44.0,58.0,,,56.0,,,48.0,,,14.0,,,,60.0,,60.0,,,,62.0,59.0,,57.0,55.0,57.0,,,56.0,,,,,,0.0,
60,75.0,,177.0,72.0,,,,3.0,2.0,1.0,71.0,,,64.0,56.0,66.0,39.0,,45.0,,39.0,61.0,,,57.0,,73.0,70.0,75.0,,,56.0,,68.0,,51.0,,57.0,54.0,57.0,42.0,,56.0,,,5.0,,,,,,58.0,,,58.0,58.0,62.0,,62.0,,,,61.0,,,,16.0,0.0,,1.0,,,1.0
60,67.0,,,,,352.0,,4.0,2.0,,,,56.0,64.0,51.0,,,,,62.0,,64.0,42.0,36.0,61.0,,76.0,67.0,68.0,60.0,,,33.0,72.0,,,,52.0,,,,,52.0,,,,7.0,9.0,,5.0,58.0,60.0,59.0,59.0,,60.0,,63.0,,63.0,,60.0,,58.0,,58.0,15.0,1.0,0.0,,,0.0,1.0
60,,,173.0,,,354.0,,,,,,,,62.0,43.0,,,,63.0,55.0,61.0,,,,49.0,58.0,71.0,73.0,87.0,,80.0,60.0,,65.0,62.0,55.0,74.0,,58.0,,61.0,55.0,45.0,34.0,41.0,,13.0,,,8.0,60.0,59.0,,,,59.0,,60.0,56.0,,54.0,53.0,54.0,,,,,1.0,0.0,,0.0,,
60,,24.0,175.0,,,,,3.0,,,55.0,55.0,,55.0,57.0,65.0,53.0,,,,43.0,,,51.0,57.0,55.0,,,66.0,58.0,68.0,59.0,,,63.0,,59.0,,,,58.0,,55.0,,,9.0,,,10.0,5.0,57.0,,55.0,,,55.0,,,,57.0,60.0,,,60.0,,,15.0,,,1.0,0.0,0.0,
60,,,182.0,,1591.0,,1.0,2.0,,1.0,,49.0,56.0,,,,,,,63.0,,,,40.0,61.0,,69.0,62.0,56.0,,64.0,49.0,,,62.0,,50.0,58.0,,57.0,36.0,,,53.0,52.0,12.0,,,10.0,,58.0,,,58.0,58.0,,61.0,61.0,62.0,61.0,60.0,61.0,,59.0,,,17.0,0.0,,1.0,0.0,0.0,1.0
60,65.0,,,72.0,,,1.0,2.0,,1.0,,41.0,55.0,,53.0,61.0,56.0,,45.0,60.0,29.0,,53.0,30.0,55.0,50.0,78.0,81.0,,57.0,70.0,,68.0,,,,,,40.0,51.0,,58.0,,,,,7.0,,,13.0,52.0,,52.0,52.0,,,,57.0,,,,57.0,60.0,,57.0,,,0.0,,1.0,0.0,,1.0
60,,,191.0,82.0,,,,,,1.0,63.0,,,65.0,,58.0,,,,24.0,,8.0,,,28.0,16.0,,24.0,25.0,40.0,,,,20.0,,,24.0,12.0,,31.0,,,7.0,10.0,9.0,,59.0,,58.0,,20.0,,,18.0,18.0,,,20.0,,,,,19.0,18.0,20.0,18.0,,0.0,0.0,,,0.0,
60,65.0,,176.0,,,359.0,,4.0,3.0,,,55.0,59.0,64.0,,,,47.0,,62.0,46.0,62.0,64.0,,,,,63.0,73.0,56.0,,,,62.0,61.0,65.0,67.0,,55.0,,45.0,66.0,53.0,55.0,53.0,9.0,15.0,10.0,,6.0,,59.0,,59.0,,59.0,,,,,60.0,61.0,60.0,,,,16.0,,0.0,1.0,,0.0,
60,,22.0,178.0,,1688.0,362.0,1.0,,2.0,1.0,76.0,,,,,,56.0,50.0,55.0,58.0,,56.0,,,,,,76.0,,,,,65.0,67.0,,52.0,,51.0,58.0,,,55.0,52.0,,,9.0,11.0,7.0,9.0,,60.0,59.0,,,58.0,,,61.0,58.0,61.0,,,,,59.0,60.0,,1.0,,,1.0,,0.0
60,74.0,18.0,184.0,,,,1.0,,2.0,,73.0,,,,,,,46.0,52.0,54.0,,55.0,53.0,44.0,,54.0,,,70.0,,60.0,56.0,,70.0,,,,,49.0,50.0,43.0,,,,,12.0,8.0,,,9.0,,,,,,55.0,56.0,58.0,56.0,,60.0,,,,,60.0,,,,,1.0,0.0,0.0
60,76.0,19.0,168.0,62.0,,328.0,,,,1.0,73.0,37.0,,59.0,,,53.0,31.0,,,33.0,,,38.0,,58.0,,70.0,,,,43.0,,69.0,44.0,,53.0,57.0,53.0,,,51.0,,,54.0,,9.0,6.0,,,,,53.0,53.0,53.0,,,58.0,55.0,,,,60.0,,,,,0.0,0.0,,0.0,,1.0
60,,23.0,187.0,79.0,1497.0,335.0,,2.0,,1.0,81.0,57.0,,,27.0,64.0,,,54.0,,48.0,,,,,,78.0,,,52.0,62.0,,66.0,53.0,,,56.0,23.0,59.0,48.0,49.0,,28.0,23.0,,,10.0,10.0,13.0,,62.0,59.0,59.0,,,,,59.0,,59.0,,,,44.0,,,18.0,0.0,0.0,1.0,,,1.0
60,,,190.0,75.0,898.0,,1.0,2.0,,,61.0,,58.0,62.0,21.0,,,5.0,,,,11.0,,,22.0,,,,35.0,,,,37.0,24.0,,,28.0,,,,,,17.0,14.0,,61.0,58.0,58.0,,62.0,22.0,18.0,20.0,20.0,,18.0,24.0,,,,22.0,25.0,22.0,22.0,24.0,22.0,61.0,,0.0,,,0.0,
60,60.0,,174.0,,,,,,2.0,,,38.0,,,,,46.0,,54.0,40.0,,57.0,,,,,70.0,60.0,70.0,,,,83.0,79.0,44.0,,,,58.0,48.0,47.0,,,,62.0,,,10.0,10.0,,,51.0,50.0,,,,,54.0,,54.0,,55.0,59.0,60.0,,,18.0,,0.0,,0.0,0.0,1.0
60,,32.0,188.0,82.0,,,0.0,,2.0,1.0,,,50.0,51.0,59.0,71.0,49.0,32.0,60.0,,,50.0,32.0,,53.0,,51.0,44.0,,,52.0,45.0,64.0,69.0,,,,59.0,,50.0,,,,62.0,60.0,,16.0,,15.0,10.0,,48.0,48.0,,,48.0,51.0,,55.0,53.0,58.0,60.0,58.0,,60.0,,19.0,0.0,,1.0,0.0,0.0,1.0
60,70.0,21.0,177.0,,1517.0,324.0,,,,,74.0,59.0,,62.0,,51.0,38.0,,54.0,,57.0,,53.0,,51.0,62.0,76.0,73.0,,,,60.0,,65.0,,55.0,31.0,18.0,58.0,,61.0,,22.0,28.0,,13.0,,,14.0,,,60.0,,61.0,,,,,56.0,,,,48.0,46.0,,46.0,20.0,1.0,0.0,0.0,0.0,,
60,,,,,,,,,1.0,1.0,54.0,60.0,,64.0,25.0,60.0,,,11.0,,,,,11.0,16.0,19.0,,,23.0,50.0,,48.0,32.0,,73.0,,25.0,12.0,6.0,33.0,,,,11.0,,,,64.0,60.0,64.0,24.0,17.0,,,,,,20.0,,,,,20.0,,,20.0,,0.0,0.0,,,,
60,,,,76.0,,,1.0,3.0,,1.0,,34.0,47.0,53.0,,,,,,55.0,,,,,45.0,,,68.0,,61.0,,30.0,,,71.0,,53.0,,42.0,,37.0,42.0,61.0,58.0,60.0,9.0,,9.0,12.0,,,,47.0,,,50.0,50.0,54.0,,54.0,60.0,57.0,60.0,60.0,,,,0.0,,1.0,1.0,0.0,
60,71.0,21.0,183.0,79.0,1579.0,343.0,0.0,3.0,,,70.0,39.0,52.0,,,67.0,53.0,,40.0,57.0,39.0,,47.0,,48.0,56.0,,67.0,71.0,59.0,,,76.0,62.0,72.0,,,,,50.0,39.0,53.0,53.0,56.0,59.0,9.0,9.0,,12.0,13.0,,56.0,,,,,57.0,59.0,56.0,59.0,,59.0,,,60.0,,18.0,0.0,,1.0,,0.0,
60,63.0,,180.0,70.0,,,,3.0,,,64.0,42.0,,,,62.0,58.0,41.0,56.0,63.0,48.0,56.0,45.0,,59.0,56.0,63.0,65.0,67.0,,66.0,51.0,,72.0,,32.0,,,45.0,,36.0,50.0,55.0,61.0,,,7.0,,6.0,,,54.0,52.0,52.0,,54.0,56.0,59.0,58.0,59.0,62.0,61.0,,,,,,0.0,0.0,,,0.0,1.0
60,,21.0,,76.0,,337.0,,,2.0,,62.0,,53.0,,,58.0,,,45.0,,,,37.0,,60.0,61.0,,,55.0,58.0,55.0,,,66.0,56.0,,54.0,51.0,,54.0,,,38.0,60.0,46.0,10.0,11.0,9.0,9.0,6.0,59.0,58.0,,,,58.0,62.0,,,60.0,56.0,58.0,56.0,55.0,54.0,55.0,16.0,1.0,0.0,,0.0,0.0,1.0
60,73.0,19.0,,90.0,,331.0,1.0,,2.0,,,,46.0,,21.0,,,,,53.0,51.0,,43.0,,31.0,,,,74.0,41.0,,56.0,70.0,,,53.0,46.0,15.0,48.0,47.0,58.0,,,19.0,,7.0,,8.0,10.0,,62.0,,58.0,58.0,,59.0,,,49.0,59.0,,,,41.0,,41.0,,,,1.0,0.0,,
60,70.0,21.0,,,1561.0,,0.0,3.0,2.0,1.0,76.0,,,,,67.0,55.0,,,51.0,43.0,58.0,,32.0,44.0,54.0,75.0,76.0,67.0,,69.0,,60.0,55.0,78.0,,,,52.0,46.0,,,,,60.0,,,,,,,56.0,,54.0,54.0,56.0,55.0,58.0,53.0,58.0,,,59.0,60.0,59.0,,16.0,1.0,0.0,0.0,0.0,0.0,1.0
60,69.0,20.0,180.0,69.0,1551.0,324.0,,,2.0,,54.0,,,,,,,,,,,,,46.0,,,,53.0,,,,,57.0,45.0,43.0,48.0,,57.0,,62.0,42.0,,,59.0,52.0,8.0,9.0,14.0,,8.0,56.0,57.0,57.0,,57.0,57.0,61.0,,,,57.0,59.0,,57.0,,,,0.0,,,0.0,0.0,1.0
60,60.0,,191.0,76.0,1073.0,350.0,,,,1.0,60.0,60.0,,,,,15.0,,,,,13.0,14.0,,23.0,23.0,,,48.0,56.0,,42.0,46.0,,,,38.0,12.0,,34.0,,,18.0,13.0,14.0,60.0,60.0,,58.0,62.0,29.0,26.0,,27.0,,26.0,,29.0,27.0,29.0,,27.0,27.0,,27.0,,60.0,0.0,,,,0.0,1.0
60,60.0,29.0,174.0,65.0,1738.0,367.0,1.0,3.0,,,,,57.0,60.0,52.0,,54.0,52.0,,,,55.0,,,,61.0,67.0,,,59.0,,,,,64.0,60.0,56.0,,,,,52.0,49.0,53.0,42.0,7.0,6.0,12.0,11.0,15.0,,60.0,,59.0,59.0,,60.0,60.0,,60.0,,,60.0,60.0,,60.0,,0.0,0.0,1.0,0.0,,
60,,26.0,,,,342.0,1.0,3.0,,1.0,57.0,49.0,,,,,,,52.0,,,59.0,40.0,34.0,61.0,62.0,,,,,,55.0,,,65.0,,,59.0,,59.0,,58.0,,59.0,57.0,6.0,8.0,6.0,,,,,58.0,,,57.0,,60.0,61.0,,60.0,,,,60.0,,,0.0,,1.0,,0.0,1.0
60,,,,,,,1.0,,,1.0,,57.0,49.0,59.0,,,48.0,57.0,63.0,58.0,,,,,43.0,,68.0,,65.0,53.0,44.0,64.0,,72.0,,53.0,56.0,12.0,56.0,44.0,,,,,,,14.0,15.0,12.0,7.0,60.0,58.0,58.0,,,58.0,58.0,59.0,,,47.0,44.0,,,,45.0,,,0.0,,,,
60,,27.0,197.0,90.0,,322.0,1.0,2.0,1.0,,64.0,,52.0,64.0,24.0,,,,,20.0,,6.0,,,,,21.0,29.0,30.0,,,39.0,,,72.0,,,,5.0,,12.0,,,12.0,,,58.0,,60.0,64.0,,,18.0,18.0,,,21.0,,,20.0,19.0,22.0,,19.0,23.0,19.0,,,,,0.0,0.0,
60,,,175.0,,,348.0,,3.0,,,,,60.0,,,,55.0,,55.0,,55.0,,,57.0,61.0,,,,,55.0,60.0,53.0,57.0,65.0,58.0,58.0,55.0,52.0,58.0,,,,,,50.0,,12.0,9.0,,,,,,59.0,59.0,60.0,,,,62.0,59.0,,59.0,58.0,,,,0.0,,1.0,0.0,0.0,
60,69.0,20.0,,,1510.0,330.0,,,,1.0,83.0,,,,33.0,44.0,62.0,53.0,,,43.0,,52.0,,,,,,,,74.0,61.0,,53.0,43.0,54.0,40.0,27.0,,,50.0,54.0,31.0,33.0,,,,13.0,,,58.0,,58.0,58.0,58.0,,,61.0,54.0,61.0,,45.0,52.0,,,,,0.0,0.0,,,0.0,
60,71.0,,191.0,,1387.0,307.0,1.0,3.0,2.0,,67.0,,,,,69.0,28.0,,57.0,50.0,24.0,43.0,31.0,,,48.0,,,62.0,57.0,57.0,,,,,19.0,58.0,,,,30.0,,59.0,,,12.0,10.0,,8.0,11.0,,,,42.0,,43.0,,,48.0,,56.0,57.0,56.0,,,58.0,,,,,,,1.0
60,,,,,1425.0,307.0,,,,1.0,66.0,,40.0,,23.0,61.0,31.0,63.0,,48.0,,55.0,36.0,,,,,,,52.0,,,64.0,62.0,73.0,58.0,,19.0,62.0,,,46.0,,19.0,,12.0,,,,,,54.0,,,,,,54.0,,,41.0,38.0,,,38.0,,,,,,,0.0,
60,,18.0,194.0,,851.0,326.0,1.0,,1.0,,65.0,,,62.0,,,10.0,,,,7.0,,14.0,13.0,,11.0,24.0,27.0,27.0,48.0,22.0,43.0,35.0,20.0,,9.0,24.0,14.0,,29.0,,,,10.0,12.0,,58.0,,,62.0,,17.0,,19.0,19.0,,21.0,20.0,,20.0,,21.0,19.0,19.0,,19.0,61.0,,,,0.0,,
60,66.0,25.0,192.0,87.0,,330.0,1.0,,,1.0,,,57.0,60.0,,57.0,12.0,13.0,,22.0,14.0,12.0,18.0,,,20.0,36.0,34.0,,,35.0,,57.0,23.0,,15.0,26.0,14.0,,,20.0,30.0,18.0,15.0,,,,57.0,57.0,,27.0,22.0,24.0,24.0,,22.0,,24.0,,24.0,,,24.0,24.0,27.0,24.0,61.0,0.0,0.0,1.0,,0.0,
60,60.0,,185.0,,1171.0,354.0,,,1.0,,59.0,,,60.0,58.0,,,17.0,23.0,22.0,18.0,13.0,16.0,,23.0,24.0,,,,56.0,50.0,43.0,,32.0,68.0,22.0,36.0,16.0,11.0,39.0,,38.0,,,19.0,59.0,59.0,,61.0,60.0,,28.0,,,28.0,,,30.0,,30.0,29.0,28.0,,29.0,,29.0,,,0.0,,,,
60,,23.0,187.0,,1452.0,323.0,,3.0,,,,34.0,,54.0,56.0,67.0,,32.0,,,,52.0,37.0,39.0,32.0,,,69.0,59.0,,,37.0,51.0,73.0,,31.0,48.0,52.0,43.0,,,,,,63.0,11.0,,11.0,,14.0,,50.0,49.0,49.0,49.0,,51.0,,51.0,53.0,,,,,59.0,60.0,19.0,0.0,0.0,,,0.0,
60,67.0,,,,1489.0,319.0,,,,1.0,67.0,59.0,,,,,,60.0,,58.0,,,46.0,,45.0,64.0,,,,,,65.0,73.0,,,,,20.0,,51.0,,,25.0,,21.0,,15.0,,,,62.0,,60.0,,60.0,60.0,61.0,60.0,,,,43.0,,43.0,40.0,,,,,1.0,0.0,,
60,,27.0,188.0,,,343.0,,2.0,1.0,,,59.0,59.0,,46.0,,24.0,,,,15.0,19.0,,,,,46.0,46.0,,56.0,52.0,44.0,50.0,,50.0,17.0,,21.0,,,20.0,,21.0,17.0,17.0,,59.0,59.0,,61.0,,,,30.0,,29.0,34.0,,34.0,,,32.0,31.0,30.0,,30.0,61.0,,0.0,1.0,0.0,,
