Overall,Potential,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
62,65.0,,,,,299.0,1.0,3.0,,,54.0,26.0,,,,68.0,,22.0,61.0,54.0,26.0,33.0,35.0,22.0,,,54.0,,,59.0,,38.0,73.0,62.0,73.0,23.0,61.0,,29.0,35.0,26.0,,,,,15.0,10.0,,8.0,10.0,44.0,,41.0,41.0,41.0,,45.0,,,47.0,,,58.0,,,59.0,,0.0,,,0.0,0.0,
62,,,,76.0,,,0.0,2.0,2.0,,73.0,,,,58.0,,55.0,23.0,,57.0,,,,,51.0,,72.0,73.0,,,69.0,,61.0,72.0,,34.0,,,,,,,,,,,,,8.0,,,,,,50.0,52.0,53.0,56.0,,,,59.0,,,,62.0,18.0,0.0,0.0,,0.0,0.0,
62,75.0,,,74.0,,,0.0,2.0,2.0,,71.0,38.0,,58.0,,,49.0,28.0,57.0,62.0,,,26.0,32.0,55.0,60.0,68.0,,,56.0,,,72.0,74.0,72.0,,,,56.0,,33.0,46.0,,,,11.0,9.0,10.0,7.0,13.0,,,55.0,55.0,55.0,55.0,,,60.0,,,63.0,,62.0,,,17.0,0.0,,0.0,,0.0,
62,,26.0,180.0,68.0,1625.0,351.0,,3.0,,,,39.0,54.0,61.0,58.0,66.0,,,52.0,57.0,30.0,,,37.0,53.0,57.0,,,,57.0,,,,,67.0,38.0,59.0,59.0,53.0,,44.0,50.0,,,57.0,,,9.0,,10.0,,56.0,54.0,54.0,54.0,,57.0,60.0,57.0,60.0,62.0,60.0,,,61.0,62.0,,0.0,0.0,,,,
62,,30.0,,81.0,1597.0,,,,,1.0,,58.0,,60.0,27.0,,,,,,55.0,,48.0,,,61.0,,72.0,,,,62.0,,74.0,,,,23.0,,,,,26.0,23.0,,9.0,10.0,15.0,,10.0,62.0,,61.0,61.0,,,,,,,49.0,,,47.0,44.0,,18.0,0.0,0.0,,0.0,0.0,
62,,,,,1715.0,364.0,,3.0,,1.0,,52.0,61.0,67.0,47.0,,51.0,54.0,44.0,65.0,45.0,65.0,,58.0,62.0,65.0,,75.0,78.0,58.0,,52.0,76.0,,58.0,48.0,,,62.0,65.0,,,41.0,51.0,46.0,,11.0,,15.0,9.0,,,,62.0,62.0,,66.0,,64.0,66.0,60.0,59.0,,,54.0,59.0,,0.0,0.0,,0.0,0.0,1.0
62,,,,,,312.0,,,2.0,,,,,63.0,20.0,49.0,29.0,68.0,52.0,,59.0,,32.0,30.0,,,,73.0,,47.0,,61.0,63.0,50.0,44.0,54.0,,,,46.0,,57.0,17.0,19.0,12.0,9.0,11.0,10.0,8.0,8.0,63.0,59.0,62.0,62.0,,,,59.0,,,,,41.0,,35.0,39.0,15.0,0.0,,1.0,0.0,0.0,
62,70.0,,,,,332.0,,,,1.0,,60.0,51.0,65.0,21.0,,,,,,,65.0,40.0,,47.0,66.0,,,,51.0,74.0,,,68.0,66.0,,,,,,,,19.0,18.0,,10.0,9.0,15.0,15.0,,,,,61.0,,,62.0,,,,47.0,,,,38.0,45.0,,,,,0.0,,
62,66.0,25.0,191.0,,,,1.0,3.0,,1.0,63.0,27.0,51.0,,61.0,65.0,54.0,22.0,,64.0,,28.0,,24.0,57.0,55.0,62.0,,46.0,58.0,,40.0,,59.0,,,,,28.0,31.0,,48.0,,,,7.0,11.0,14.0,9.0,13.0,,44.0,,42.0,,44.0,46.0,50.0,,,,61.0,60.0,62.0,,62.0,,0.0,0.0,,0.0,0.0,
62,67.0,,,72.0,1507.0,,,,2.0,1.0,,,,,,70.0,55.0,,44.0,58.0,24.0,,30.0,25.0,51.0,56.0,70.0,70.0,56.0,,71.0,36.0,,68.0,75.0,31.0,,,47.0,,31.0,44.0,60.0,61.0,,,11.0,,,,49.0,,,,,52.0,53.0,,,57.0,63.0,61.0,63.0,62.0,62.0,62.0,,,0.0,0.0,,0.0,1.0
62,62.0,,,,1080.0,,,,1.0,,,61.0,60.0,,,61.0,,11.0,15.0,25.0,15.0,,16.0,,,25.0,40.0,45.0,32.0,,38.0,45.0,,,,,27.0,16.0,11.0,,12.0,,20.0,14.0,14.0,,,,,,,,26.0,,26.0,,27.0,,,,28.0,28.0,28.0,27.0,,27.0,,0.0,,,0.0,,
62,,22.0,,,1525.0,,,,3.0,1.0,,51.0,,65.0,,49.0,,50.0,41.0,,,,,48.0,49.0,,,,80.0,59.0,69.0,55.0,,47.0,53.0,,41.0,,57.0,,49.0,51.0,28.0,30.0,32.0,13.0,6.0,6.0,,,59.0,62.0,,60.0,60.0,62.0,61.0,,,,,,51.0,,41.0,48.0,,0.0,0.0,,0.0,0.0,
62,64.0,25.0,173.0,,1693.0,361.0,0.0,2.0,2.0,,,,,,,66.0,,,48.0,54.0,,,,46.0,51.0,56.0,,,,55.0,76.0,,,80.0,62.0,,60.0,55.0,,,51.0,,,56.0,55.0,9.0,,7.0,15.0,,57.0,,,,,58.0,59.0,,,,62.0,,,62.0,,,20.0,,0.0,0.0,,,1.0
62,,,175.0,70.0,1482.0,,,,3.0,1.0,,,55.0,,24.0,46.0,,53.0,32.0,54.0,,,54.0,44.0,,,,,73.0,46.0,,,43.0,52.0,,,,,,,36.0,59.0,26.0,23.0,21.0,14.0,14.0,7.0,8.0,11.0,,,,,60.0,62.0,,,55.0,,48.0,43.0,,,35.0,44.0,17.0,,0.0,0.0,,,
62,77.0,,,,,309.0,,,2.0,,,,43.0,45.0,,,32.0,,54.0,,26.0,,,,56.0,,,,,55.0,,63.0,68.0,,75.0,,,,26.0,27.0,33.0,,59.0,,64.0,12.0,7.0,12.0,,,,41.0,42.0,,,,44.0,47.0,50.0,47.0,57.0,,57.0,,63.0,,,0.0,,1.0,0.0,0.0,1.0
62,65.0,25.0,179.0,,,,1.0,3.0,3.0,,,,,65.0,,,,50.0,46.0,63.0,40.0,,,,62.0,63.0,,64.0,74.0,51.0,78.0,,,68.0,57.0,,,53.0,,65.0,,56.0,45.0,,,12.0,14.0,5.0,5.0,7.0,,,59.0,59.0,59.0,,,,,63.0,58.0,,58.0,,,57.0,16.0,,0.0,0.0,0.0,,1.0
62,77.0,18.0,,80.0,1498.0,,0.0,3.0,,1.0,63.0,35.0,,46.0,,,45.0,32.0,64.0,,,42.0,33.0,29.0,,,64.0,,,,48.0,,71.0,65.0,,,,58.0,,,,,,65.0,62.0,,,13.0,10.0,7.0,50.0,47.0,46.0,46.0,46.0,47.0,,,,52.0,,,59.0,61.0,64.0,,17.0,0.0,0.0,,0.0,,
62,69.0,21.0,168.0,56.0,1656.0,,,,,,,53.0,53.0,66.0,48.0,65.0,54.0,,37.0,,,,,44.0,,,,,83.0,55.0,88.0,,50.0,63.0,,50.0,53.0,,58.0,,,,,,,,8.0,,,,,,,60.0,,,,64.0,58.0,64.0,59.0,56.0,59.0,58.0,54.0,,16.0,,0.0,0.0,0.0,0.0,
62,,20.0,,,1035.0,344.0,,3.0,1.0,,61.0,62.0,64.0,,,62.0,20.0,7.0,10.0,28.0,10.0,8.0,12.0,12.0,26.0,16.0,38.0,29.0,,59.0,,,,,,20.0,18.0,,,57.0,13.0,,6.0,,10.0,,,,,,25.0,23.0,24.0,24.0,24.0,23.0,29.0,,,27.0,25.0,27.0,,24.0,,24.0,,0.0,,,,,1.0
62,62.0,,180.0,,,378.0,1.0,4.0,,1.0,,,59.0,,,,55.0,57.0,,62.0,,,,,61.0,,,,,,71.0,68.0,80.0,80.0,74.0,,78.0,,56.0,,,,57.0,61.0,,9.0,12.0,8.0,,12.0,,60.0,,60.0,,,62.0,62.0,62.0,62.0,,62.0,,62.0,62.0,,,0.0,,,0.0,0.0,
62,,25.0,180.0,70.0,1573.0,335.0,,,3.0,1.0,,57.0,63.0,63.0,43.0,46.0,,,47.0,68.0,44.0,64.0,55.0,,66.0,,,,64.0,51.0,,,53.0,48.0,46.0,48.0,44.0,41.0,,61.0,59.0,,,,,,,8.0,10.0,5.0,60.0,,,61.0,,,64.0,,,,,54.0,55.0,54.0,49.0,,,0.0,0.0,,0.0,,
62,62.0,,,71.0,1494.0,322.0,,2.0,,1.0,,60.0,60.0,63.0,21.0,,,,31.0,,,,,,58.0,,68.0,,70.0,,,67.0,34.0,58.0,,62.0,,,,,,,26.0,15.0,14.0,,,,,10.0,61.0,,,,61.0,62.0,,62.0,58.0,,48.0,44.0,48.0,,,,17.0,0.0,,,,,
62,,,183.0,85.0,,,,,3.0,,68.0,,57.0,61.0,,,58.0,36.0,54.0,,,,52.0,,52.0,,70.0,67.0,,58.0,65.0,41.0,,,69.0,,,54.0,47.0,,49.0,56.0,,,,,,13.0,13.0,9.0,,,54.0,54.0,54.0,,,,59.0,,62.0,,,62.0,,62.0,,,0.0,0.0,,,
62,62.0,,,63.0,1578.0,,,3.0,3.0,,75.0,47.0,57.0,,,,54.0,47.0,,62.0,49.0,,,,,61.0,,70.0,,57.0,,49.0,,56.0,47.0,40.0,57.0,,,58.0,45.0,,29.0,41.0,,7.0,8.0,13.0,10.0,13.0,57.0,,,,,61.0,,,59.0,,56.0,53.0,56.0,54.0,,54.0,17.0,0.0,,,0.0,0.0,
62,,28.0,,71.0,1659.0,359.0,0.0,,2.0,,,49.0,,,,61.0,,50.0,58.0,,42.0,,46.0,39.0,,63.0,,,,59.0,,,70.0,,,43.0,,,,,,61.0,,,58.0,12.0,,6.0,15.0,15.0,,60.0,,,59.0,60.0,,,,62.0,,,,62.0,,,20.0,0.0,0.0,,,0.0,0.0
62,74.0,20.0,183.0,,1523.0,,,,2.0,1.0,62.0,64.0,,,,62.0,,66.0,,58.0,,60.0,,45.0,,,64.0,61.0,,,58.0,,72.0,53.0,,,,22.0,62.0,54.0,,51.0,20.0,17.0,15.0,,8.0,5.0,13.0,10.0,,,60.0,,60.0,58.0,61.0,,54.0,,43.0,43.0,,41.0,41.0,41.0,18.0,0.0,0.0,,,,
62,,,190.0,,,294.0,1.0,3.0,,1.0,34.0,37.0,48.0,41.0,,,31.0,,58.0,64.0,,30.0,,40.0,,53.0,32.0,36.0,33.0,,39.0,61.0,60.0,74.0,83.0,,,61.0,,,41.0,56.0,58.0,,,6.0,13.0,,10.0,,,39.0,42.0,42.0,42.0,39.0,45.0,,,,,,,,62.0,,,0.0,,1.0,0.0,0.0,
62,62.0,,176.0,63.0,,,,,,,,56.0,59.0,65.0,,66.0,61.0,54.0,51.0,,,,53.0,,,65.0,70.0,74.0,,,,60.0,,67.0,70.0,,,,,57.0,,,,55.0,,,,13.0,,15.0,61.0,62.0,,,,,62.0,62.0,,,62.0,61.0,,62.0,61.0,62.0,,0.0,0.0,,0.0,0.0,
62,,,190.0,79.0,1023.0,343.0,,,1.0,1.0,,61.0,57.0,,,,18.0,13.0,,28.0,15.0,15.0,20.0,14.0,24.0,17.0,,,34.0,56.0,,43.0,41.0,,,14.0,,22.0,14.0,39.0,24.0,27.0,11.0,14.0,20.0,,,,,,26.0,24.0,25.0,,25.0,,28.0,28.0,28.0,28.0,,27.0,27.0,27.0,24.0,,,0.0,0.0,,0.0,0.0,
62,68.0,23.0,181.0,,,332.0,0.0,2.0,,1.0,,60.0,52.0,65.0,,,36.0,,,,,,35.0,,48.0,67.0,77.0,,,62.0,68.0,,62.0,,57.0,,31.0,19.0,,,57.0,,16.0,14.0,,,,5.0,14.0,7.0,64.0,,,,64.0,63.0,,64.0,58.0,,47.0,43.0,47.0,,36.0,,,0.0,0.0,,,0.0,
62,,19.0,180.0,77.0,1599.0,,,3.0,,1.0,62.0,51.0,58.0,,52.0,63.0,,46.0,,64.0,36.0,58.0,,,,60.0,60.0,64.0,,,,,59.0,,60.0,56.0,59.0,56.0,,,48.0,51.0,,58.0,49.0,6.0,7.0,,5.0,10.0,,,58.0,58.0,,,,,,,58.0,,,58.0,,,,0.0,0.0,,0.0,0.0,1.0
62,,,190.0,,1556.0,330.0,,3.0,2.0,,,,47.0,,30.0,,,61.0,,,54.0,56.0,,37.0,41.0,,58.0,61.0,,58.0,,,74.0,,80.0,,,,,54.0,,,21.0,36.0,,,8.0,,10.0,13.0,,56.0,59.0,,,,59.0,,55.0,57.0,47.0,47.0,47.0,,,46.0,18.0,0.0,,,0.0,,0.0
62,,,,,,,,,3.0,1.0,,,53.0,,,,,,,54.0,43.0,,,44.0,,61.0,86.0,,,,,54.0,,61.0,52.0,49.0,40.0,30.0,,59.0,55.0,,,,31.0,15.0,,8.0,6.0,,59.0,,,,60.0,62.0,62.0,63.0,,,,46.0,52.0,50.0,42.0,50.0,17.0,,0.0,0.0,0.0,,1.0
62,71.0,,175.0,70.0,1500.0,326.0,,,3.0,,79.0,60.0,51.0,67.0,17.0,52.0,58.0,62.0,,53.0,,,35.0,,,,,,85.0,58.0,,,66.0,,,,32.0,15.0,63.0,,,,11.0,13.0,13.0,,8.0,,,,,64.0,63.0,63.0,,,,,55.0,65.0,,,46.0,43.0,34.0,,19.0,,,0.0,,,1.0
62,62.0,,,83.0,1339.0,275.0,,3.0,2.0,,33.0,,,38.0,,,42.0,17.0,60.0,,,,28.0,,59.0,53.0,31.0,35.0,,,51.0,,,39.0,74.0,32.0,70.0,,,45.0,,63.0,,,,7.0,9.0,,7.0,6.0,,38.0,,40.0,40.0,,,43.0,51.0,43.0,,60.0,,,62.0,,,0.0,0.0,1.0,,0.0,0.0
62,,,178.0,,,349.0,1.0,3.0,3.0,1.0,,55.0,55.0,,,,43.0,57.0,,63.0,52.0,64.0,,,,,73.0,,74.0,61.0,,,,,,47.0,,,58.0,60.0,,,38.0,,46.0,,,9.0,10.0,,,,,62.0,62.0,61.0,64.0,,60.0,,54.0,53.0,,,50.0,52.0,18.0,0.0,0.0,,,0.0,
62,62.0,29.0,,75.0,,340.0,1.0,,3.0,1.0,81.0,,,62.0,28.0,58.0,63.0,,52.0,55.0,42.0,62.0,52.0,,47.0,59.0,,82.0,,,,60.0,67.0,,,,31.0,20.0,57.0,,,60.0,,20.0,17.0,,7.0,15.0,,9.0,,62.0,,,60.0,,,62.0,,,,44.0,50.0,47.0,,47.0,,,0.0,,0.0,0.0,
62,,,180.0,,1640.0,363.0,,2.0,,,78.0,50.0,,62.0,59.0,,,,54.0,60.0,,66.0,45.0,,43.0,60.0,79.0,78.0,60.0,,53.0,,66.0,,64.0,,,58.0,47.0,,,,60.0,60.0,,,7.0,13.0,14.0,12.0,,,57.0,57.0,,,,,,61.0,62.0,,,62.0,61.0,62.0,19.0,0.0,0.0,,0.0,0.0,
62,62.0,33.0,,90.0,,,1.0,,1.0,1.0,,,61.0,,50.0,,15.0,,15.0,38.0,15.0,14.0,18.0,19.0,,20.0,48.0,,,57.0,,,,,,,,27.0,,47.0,23.0,,24.0,,13.0,,,,,,31.0,,,,29.0,,33.0,,35.0,32.0,,35.0,31.0,31.0,,31.0,,,,1.0,0.0,0.0,
62,,,186.0,,,333.0,,,,,,36.0,53.0,60.0,,60.0,,,56.0,66.0,,,38.0,38.0,62.0,61.0,67.0,,,,82.0,53.0,,90.0,,30.0,60.0,,27.0,43.0,48.0,48.0,56.0,62.0,63.0,7.0,,,5.0,15.0,50.0,51.0,50.0,50.0,50.0,51.0,,,,57.0,63.0,,,64.0,60.0,,18.0,0.0,0.0,,0.0,,
62,74.0,19.0,,78.0,1442.0,319.0,1.0,,,1.0,66.0,61.0,44.0,,,64.0,37.0,62.0,60.0,,,,,31.0,41.0,,,,,54.0,,,73.0,,,,45.0,21.0,62.0,45.0,,,18.0,,19.0,11.0,12.0,6.0,7.0,9.0,64.0,57.0,,,59.0,,58.0,,,,43.0,,,41.0,,,,0.0,0.0,,0.0,0.0,
62,,19.0,,,1656.0,,1.0,3.0,2.0,,80.0,,55.0,,,,,48.0,,57.0,45.0,58.0,55.0,45.0,,,,81.0,75.0,55.0,75.0,,,69.0,,,,,,53.0,,58.0,,60.0,,,6.0,12.0,6.0,,,59.0,58.0,58.0,,59.0,,,,,62.0,,62.0,62.0,58.0,62.0,16.0,,0.0,0.0,0.0,0.0,1.0
62,75.0,,,84.0,1511.0,,,2.0,2.0,,58.0,,49.0,59.0,,70.0,,,,,,,,36.0,44.0,60.0,56.0,,,,68.0,,,,79.0,58.0,59.0,,,,,,22.0,21.0,26.0,,7.0,14.0,6.0,11.0,,56.0,,,,56.0,59.0,,55.0,,,46.0,45.0,43.0,,,17.0,0.0,,,,0.0,
62,70.0,22.0,194.0,91.0,871.0,341.0,,1.0,1.0,1.0,65.0,58.0,,65.0,,63.0,10.0,8.0,,17.0,7.0,11.0,,12.0,,14.0,30.0,33.0,27.0,52.0,28.0,,36.0,17.0,,9.0,20.0,10.0,8.0,40.0,13.0,,9.0,12.0,12.0,,,,,,,19.0,,21.0,21.0,19.0,23.0,22.0,22.0,22.0,20.0,21.0,20.0,,21.0,20.0,,0.0,0.0,,,0.0,
62,65.0,25.0,,,,,1.0,4.0,,,,,,66.0,51.0,,,,58.0,,56.0,,,62.0,,,78.0,,82.0,61.0,,,64.0,74.0,49.0,64.0,51.0,,,,,63.0,45.0,56.0,52.0,,,10.0,10.0,13.0,,,,,64.0,64.0,,,,,,,,,56.0,61.0,,,0.0,0.0,0.0,0.0,
62,,21.0,,74.0,,335.0,1.0,,1.0,1.0,66.0,,60.0,67.0,,,10.0,8.0,10.0,,,,10.0,14.0,23.0,14.0,20.0,25.0,30.0,45.0,39.0,45.0,,25.0,,9.0,27.0,13.0,,,16.0,,6.0,14.0,14.0,,,,,,22.0,,19.0,,19.0,17.0,,20.0,,20.0,20.0,23.0,20.0,20.0,,20.0,,,0.0,1.0,0.0,,
62,,22.0,175.0,,,,,3.0,3.0,1.0,,56.0,65.0,63.0,,,,51.0,,67.0,53.0,63.0,,66.0,,,66.0,60.0,61.0,,56.0,,,,,,55.0,,,64.0,,,48.0,59.0,,,9.0,,,,,62.0,61.0,61.0,,,,,64.0,64.0,,,,60.0,58.0,60.0,18.0,0.0,,,,0.0,
62,,,192.0,82.0,1538.0,324.0,,,,,53.0,,48.0,56.0,27.0,77.0,31.0,,62.0,,52.0,,,,54.0,57.0,,55.0,,62.0,50.0,,,,,,72.0,14.0,63.0,,,,,,,8.0,,,,10.0,,,59.0,59.0,,55.0,,58.0,56.0,58.0,45.0,48.0,45.0,43.0,,43.0,20.0,,0.0,0.0,0.0,,0.0
62,,,172.0,,,363.0,0.0,,3.0,,64.0,,,,54.0,,60.0,56.0,44.0,,,64.0,56.0,,61.0,,,62.0,,62.0,85.0,,83.0,67.0,,,,,52.0,60.0,61.0,54.0,49.0,,57.0,9.0,,,,12.0,60.0,62.0,,60.0,,,,,62.0,,62.0,,62.0,,58.0,61.0,18.0,,0.0,0.0,,0.0,
62,,20.0,,,1498.0,322.0,,,2.0,1.0,,,42.0,58.0,,,,,,47.0,,60.0,,39.0,,57.0,55.0,,60.0,59.0,49.0,,,55.0,,51.0,50.0,,,,,49.0,39.0,26.0,,,9.0,8.0,,,,56.0,58.0,58.0,,56.0,56.0,56.0,,56.0,44.0,,,,,43.0,18.0,,,,0.0,0.0,
62,,24.0,192.0,,1488.0,317.0,1.0,,2.0,1.0,64.0,,38.0,60.0,28.0,,38.0,66.0,69.0,38.0,,,,,31.0,63.0,,63.0,59.0,,,,64.0,55.0,,62.0,,15.0,59.0,38.0,,56.0,43.0,12.0,17.0,9.0,,14.0,15.0,7.0,64.0,56.0,58.0,,58.0,,,,,,,,42.0,,42.0,,,0.0,0.0,,0.0,0.0,
62,,,188.0,,1568.0,,,3.0,,1.0,,39.0,53.0,57.0,,69.0,58.0,35.0,,57.0,25.0,57.0,,,,59.0,,,56.0,,56.0,46.0,67.0,,,38.0,,,,,46.0,55.0,,,60.0,,7.0,9.0,14.0,,,55.0,54.0,54.0,,55.0,57.0,59.0,,59.0,,61.0,,,,63.0,,,0.0,1.0,0.0,,1.0
62,,23.0,184.0,73.0,,,,,3.0,1.0,,,,,,55.0,38.0,65.0,65.0,,54.0,64.0,32.0,,47.0,,,,,,60.0,,57.0,59.0,64.0,,29.0,,56.0,41.0,,,21.0,,14.0,,,,11.0,,,58.0,,,,,58.0,,,,,,44.0,,,42.0,,,0.0,1.0,0.0,0.0,1.0
62,73.0,19.0,,,,,,,,,77.0,43.0,,,,51.0,60.0,,37.0,,45.0,64.0,,50.0,,,79.0,,,62.0,,,56.0,,45.0,40.0,,56.0,,,,,,,58.0,10.0,,,7.0,13.0,,,57.0,57.0,57.0,,61.0,,,63.0,63.0,,63.0,,56.0,,,,,0.0,0.0,0.0,
62,71.0,22.0,,,,336.0,0.0,,,1.0,71.0,61.0,,,,,,,,59.0,55.0,56.0,,46.0,48.0,57.0,,71.0,,50.0,60.0,64.0,,60.0,,,,26.0,,54.0,,49.0,30.0,,25.0,,15.0,9.0,,11.0,64.0,58.0,,,,,60.0,59.0,55.0,59.0,47.0,,,,,,19.0,,0.0,,0.0,0.0,1.0
62,63.0,27.0,,,1666.0,,,,3.0,,70.0,,59.0,,52.0,57.0,,,,61.0,39.0,60.0,,60.0,54.0,58.0,,,,,,,62.0,,60.0,,,,56.0,57.0,,,,53.0,51.0,8.0,8.0,,11.0,,,,,,,61.0,,,60.0,,,58.0,,60.0,,60.0,18.0,,0.0,0.0,0.0,0.0,1.0
62,,26.0,,,,,1.0,,,,,61.0,,58.0,,,28.0,,62.0,51.0,,58.0,,38.0,30.0,61.0,,,51.0,,,65.0,82.0,72.0,,61.0,44.0,16.0,,52.0,61.0,,,,14.0,,15.0,8.0,,,,57.0,,60.0,60.0,,58.0,57.0,,57.0,,,42.0,40.0,,,19.0,,0.0,1.0,,,0.0
62,,,172.0,,1541.0,,,,,,,63.0,,,30.0,44.0,64.0,,40.0,,50.0,66.0,53.0,,,67.0,,,,,,,57.0,47.0,,,,28.0,,58.0,50.0,54.0,,28.0,29.0,,14.0,8.0,12.0,,61.0,62.0,61.0,61.0,61.0,62.0,,,58.0,63.0,,47.0,,,40.0,47.0,16.0,0.0,0.0,,0.0,0.0,
62,,,181.0,82.0,,338.0,,2.0,,1.0,61.0,,,63.0,,62.0,15.0,8.0,15.0,,10.0,10.0,11.0,12.0,,12.0,30.0,32.0,23.0,55.0,,46.0,,25.0,,10.0,,10.0,7.0,33.0,11.0,,6.0,,12.0,,,,,,23.0,,21.0,,21.0,,22.0,22.0,23.0,,21.0,,21.0,21.0,22.0,21.0,,0.0,0.0,,0.0,0.0,1.0
62,,23.0,185.0,,,322.0,,2.0,2.0,1.0,,32.0,,,,,,,54.0,50.0,28.0,,22.0,,35.0,53.0,68.0,,64.0,,56.0,,,,,,60.0,,31.0,28.0,42.0,64.0,66.0,,59.0,,5.0,,13.0,15.0,,47.0,47.0,47.0,,47.0,48.0,,49.0,50.0,57.0,,,,,,,,0.0,,0.0,0.0,1.0
62,70.0,,186.0,,1506.0,,0.0,,3.0,1.0,,49.0,,,23.0,65.0,,49.0,31.0,,40.0,,51.0,37.0,47.0,,,,,59.0,72.0,58.0,61.0,,,,,20.0,,,,42.0,21.0,23.0,,,6.0,,14.0,5.0,,61.0,,60.0,60.0,,,63.0,,63.0,,45.0,,,39.0,,17.0,,0.0,0.0,0.0,0.0,
62,,,,75.0,,,0.0,,3.0,,,54.0,,,53.0,,62.0,,49.0,,,61.0,68.0,,,,71.0,73.0,77.0,62.0,66.0,53.0,,,,,67.0,53.0,,65.0,52.0,54.0,,,47.0,,10.0,,14.0,,,,,,,,62.0,,62.0,,,,,,,60.0,19.0,,0.0,,0.0,0.0,
62,,,180.0,75.0,1605.0,,1.0,3.0,,1.0,91.0,55.0,53.0,,,,,,,55.0,,,,,49.0,57.0,,90.0,,,85.0,,,65.0,60.0,53.0,,,57.0,,52.0,,,,32.0,6.0,,,12.0,,,62.0,59.0,59.0,,,,63.0,,63.0,,45.0,,49.0,42.0,49.0,16.0,,0.0,0.0,0.0,0.0,
62,83.0,17.0,,80.0,1471.0,324.0,,,2.0,1.0,,,,53.0,,,29.0,36.0,60.0,61.0,,50.0,,23.0,,,,,,,52.0,44.0,,,66.0,,,62.0,31.0,,,,,64.0,62.0,,11.0,6.0,,15.0,50.0,,49.0,,,,,,,53.0,,,59.0,60.0,64.0,,18.0,0.0,,0.0,,0.0,1.0
62,62.0,27.0,181.0,,1191.0,356.0,,2.0,1.0,1.0,,63.0,,63.0,,,15.0,,17.0,40.0,14.0,15.0,,16.0,49.0,27.0,,,,55.0,50.0,,58.0,29.0,70.0,,20.0,16.0,7.0,,30.0,26.0,21.0,20.0,19.0,,,,,,31.0,29.0,29.0,29.0,,29.0,35.0,32.0,36.0,32.0,,,,30.0,31.0,30.0,62.0,,0.0,,0.0,,
62,,21.0,169.0,63.0,1582.0,,,3.0,,,71.0,34.0,,,,,58.0,26.0,,,24.0,62.0,,45.0,,60.0,,,,53.0,86.0,48.0,,58.0,,36.0,66.0,60.0,46.0,,,56.0,58.0,,,,,,,5.0,,,,,52.0,55.0,56.0,,56.0,59.0,,,62.0,62.0,60.0,62.0,,0.0,,,0.0,,
62,62.0,28.0,,77.0,1641.0,,,,,,75.0,,,63.0,38.0,65.0,49.0,63.0,,,58.0,66.0,,41.0,58.0,,75.0,75.0,71.0,,,62.0,74.0,,,,59.0,48.0,62.0,,44.0,53.0,21.0,41.0,,10.0,15.0,,9.0,9.0,62.0,,,,,,,,60.0,62.0,,54.0,56.0,54.0,51.0,,17.0,,,,0.0,,0.0
62,62.0,,,66.0,1541.0,,0.0,3.0,,,78.0,,52.0,58.0,,,59.0,22.0,,,,,57.0,38.0,,56.0,,78.0,,52.0,,34.0,,,,,,,,43.0,37.0,53.0,,,56.0,7.0,,13.0,8.0,9.0,,54.0,,,,,53.0,,,,62.0,57.0,,,57.0,,,0.0,0.0,,,,
62,,26.0,,,1661.0,354.0,,3.0,2.0,,,,,64.0,54.0,,,51.0,,,,,,,,65.0,,60.0,62.0,60.0,,60.0,53.0,,62.0,,62.0,,,62.0,,65.0,,,55.0,,,15.0,,9.0,60.0,60.0,,,,,63.0,63.0,,63.0,,,,,,,18.0,0.0,0.0,1.0,0.0,,1.0
62,62.0,,,,1790.0,,,,,,,59.0,55.0,,48.0,,53.0,61.0,,58.0,,,,43.0,,,77.0,,80.0,,,,,,72.0,,,,,,,59.0,,48.0,42.0,11.0,15.0,6.0,,,,62.0,,,62.0,,62.0,62.0,,62.0,60.0,,,59.0,58.0,,18.0,,,0.0,,,0.0
62,62.0,26.0,180.0,,1594.0,356.0,,2.0,3.0,,83.0,,,62.0,36.0,,,,49.0,,53.0,62.0,,,41.0,62.0,,,,,,,34.0,70.0,66.0,,,18.0,55.0,,58.0,50.0,,32.0,,6.0,,5.0,,10.0,62.0,62.0,,61.0,61.0,,,62.0,55.0,,53.0,,53.0,52.0,45.0,,,0.0,0.0,,0.0,,
