Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Wage(in Euro),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
55,64,275000,22,187,81,1396,308,2000,0,2,2,1,64,37,44,45,53,65,42,35,53,50,28,42,35,32,41,45,66,63,55,54,44,48,58,65,71,31,53,50,36,45,40,47,50,57,55,12,14,6,13,7,48,46,45,45,45,46,47,49,49,49,55,54,55,56,57,56,18,1,0,0,0,0,1
55,74,325000,18,185,86,1558,334,500,1,3,2,1,71,51,55,58,43,56,53,48,45,59,39,52,48,31,56,58,74,68,85,48,84,59,54,55,61,52,43,47,53,58,49,40,39,44,41,8,12,9,12,14,56,57,55,55,55,57,59,58,57,58,54,53,54,53,49,53,17,0,0,1,0,0,1
55,55,80000,33,178,73,1632,340,2000,1,3,2,1,60,51,51,58,56,64,45,48,55,53,53,55,49,48,50,57,61,59,67,59,68,52,68,70,62,56,62,59,54,54,44,58,58,53,52,9,10,13,14,15,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,19,0,0,1,0,0,1
55,63,275000,24,182,74,1472,318,500,1,3,2,1,59,41,48,48,53,69,40,41,55,54,35,45,36,34,52,51,58,59,53,46,51,45,72,84,68,38,51,53,44,50,43,48,53,53,50,13,11,15,9,10,50,48,48,48,48,48,51,52,54,52,56,56,56,56,57,56,17,0,0,1,0,0,1
55,67,300000,20,175,65,1342,287,550,1,3,2,1,72,56,41,52,20,46,33,59,52,47,42,49,39,33,34,51,73,71,61,49,79,57,67,47,48,51,32,18,54,45,55,46,15,18,12,5,10,14,13,9,57,52,53,53,53,52,53,52,46,52,38,35,38,37,33,37,16,0,0,1,0,0,1
55,71,325000,18,195,81,1397,310,850,1,3,2,1,70,52,38,54,25,71,32,53,55,42,45,53,38,30,29,52,66,74,66,47,61,58,67,58,85,47,52,20,52,44,52,49,23,21,19,8,15,13,10,10,57,51,52,52,52,51,52,52,45,52,41,39,41,40,41,40,17,0,0,1,0,0,1
55,64,250000,20,190,83,1319,295,500,1,3,2,1,61,22,47,48,53,64,45,16,56,58,18,45,26,27,60,54,57,64,47,46,46,33,68,63,71,21,48,51,25,29,32,47,53,54,52,7,12,11,11,13,42,43,41,41,41,43,45,49,50,49,55,56,55,56,57,56,17,1,0,0,0,0,1
55,60,190000,23,170,66,1325,286,950,1,3,3,1,69,57,38,56,18,48,32,61,43,39,49,55,38,35,38,58,70,68,61,47,61,58,61,44,49,51,46,10,56,43,58,44,24,10,14,10,8,8,10,10,57,53,54,54,54,53,53,53,45,53,37,34,37,35,32,35,16,0,0,1,0,1,0
55,63,250000,22,187,75,859,295,600,1,2,1,1,56,54,53,55,20,57,11,7,12,19,5,9,14,11,25,16,23,15,31,41,49,40,64,16,41,7,28,7,5,36,19,24,7,12,14,56,54,53,57,55,20,16,18,18,18,16,21,19,22,19,17,21,17,17,20,17,56,0,0,1,0,0,1
55,68,325000,21,185,76,1308,291,950,0,2,2,1,70,53,37,52,20,59,33,55,58,42,38,47,28,34,26,56,65,74,60,47,70,53,62,53,72,51,31,18,51,42,54,47,17,14,12,8,8,8,15,6,57,51,52,52,52,51,51,51,44,51,38,35,38,37,36,37,15,0,0,1,1,0,0
55,63,250000,23,184,80,1316,290,2000,1,3,2,1,69,26,33,45,54,63,27,21,51,40,26,36,34,25,31,49,72,66,65,50,55,33,71,52,73,24,50,51,29,32,38,42,58,54,50,7,12,9,13,12,42,41,40,40,40,41,42,43,42,43,51,50,51,53,57,53,17,0,0,1,0,0,1
55,63,275000,22,182,70,1314,279,2000,1,2,2,1,55,26,41,40,55,62,24,20,56,57,30,34,26,27,54,40,56,55,47,48,74,38,68,56,68,24,53,54,21,28,39,45,54,56,52,11,12,13,8,11,41,37,37,37,37,37,41,42,46,42,51,54,51,52,57,52,17,0,1,0,1,0,0
55,55,130000,28,188,72,1465,307,950,0,3,2,1,55,56,45,56,38,57,32,57,54,55,41,56,34,32,35,51,57,53,57,65,67,56,70,67,56,53,43,44,54,56,70,54,34,34,34,14,6,11,5,12,55,53,55,55,55,53,55,55,54,55,49,49,49,48,47,48,17,0,0,1,0,0,1
55,72,325000,18,179,68,1433,313,900,0,2,2,1,79,44,49,55,40,46,56,45,48,54,38,55,38,35,40,51,76,82,71,49,55,48,58,51,40,35,54,41,48,45,54,45,39,36,45,7,12,11,6,10,52,55,52,52,52,55,54,56,49,56,53,47,53,52,47,52,15,0,0,1,0,0,1
55,68,250000,18,188,78,919,315,500,1,2,1,1,50,57,53,57,43,55,12,7,12,21,5,7,14,14,19,16,47,38,35,46,44,40,56,33,50,9,25,9,5,36,16,25,9,11,11,50,57,53,55,57,23,20,21,21,21,20,23,23,23,23,22,22,22,22,22,22,56,0,0,1,0,0,1
55,64,250000,21,190,83,834,303,1000,1,3,1,1,59,58,54,51,28,53,14,6,12,26,7,6,10,11,15,17,33,21,37,46,26,41,37,18,62,5,24,10,5,30,11,35,7,11,11,59,58,54,53,51,22,18,19,19,19,18,22,21,22,21,20,22,20,20,22,20,56,0,0,1,0,0,1
55,60,190000,24,175,65,1434,317,500,1,4,2,1,76,49,49,56,33,54,51,52,38,51,38,53,46,38,49,54,73,78,72,44,78,47,50,65,59,46,30,37,46,49,48,48,26,36,35,15,6,7,7,10,53,54,52,52,52,54,55,56,51,56,50,46,50,49,42,49,15,1,0,0,0,0,1
55,55,130000,27,170,62,1515,320,500,1,3,2,1,65,46,52,57,49,51,46,46,47,58,38,54,45,42,56,56,62,68,71,55,73,50,64,55,45,47,58,48,42,47,41,40,43,54,52,14,12,6,6,14,52,53,52,52,52,53,55,55,55,55,55,55,55,55,53,55,18,1,0,0,0,0,1
55,59,180000,24,173,69,1472,310,500,1,3,2,1,64,53,43,56,35,59,40,54,59,44,46,53,46,37,36,54,65,64,68,50,68,52,70,46,66,50,55,26,58,50,56,58,34,35,34,10,12,14,10,10,57,53,54,54,54,53,54,53,48,53,45,43,45,45,46,45,17,1,0,0,0,0,1
55,70,275000,19,186,76,1284,279,550,1,3,2,1,66,23,34,37,55,64,29,18,53,40,28,29,29,27,34,38,64,68,51,49,63,37,70,62,69,16,51,55,23,33,31,38,54,58,53,9,6,15,11,11,39,36,36,36,36,36,38,41,41,41,51,51,51,54,57,54,16,0,0,1,0,0,1
55,69,300000,19,184,78,1441,312,500,1,3,2,1,63,39,52,54,46,58,38,33,49,60,30,53,37,32,58,57,65,61,59,49,58,48,62,57,58,45,56,53,47,56,35,41,33,54,48,5,7,14,14,10,51,51,51,51,51,51,56,55,57,55,53,55,53,53,53,53,16,0,0,1,0,0,1
55,66,275000,21,173,67,1491,320,1000,0,3,2,1,76,43,48,55,45,53,52,40,49,49,35,54,46,42,42,53,77,76,66,53,67,49,64,66,48,44,46,45,47,48,44,41,43,47,44,15,6,8,12,14,52,54,52,52,52,54,53,56,51,56,55,50,55,55,50,55,18,1,0,0,0,1,0
55,70,275000,20,195,83,807,291,1000,1,2,1,1,58,54,44,60,25,50,11,8,12,24,9,5,11,12,17,12,23,29,32,44,22,33,38,28,58,5,25,9,4,29,10,36,6,11,14,58,54,44,50,60,20,16,17,17,17,16,20,20,21,20,20,22,20,20,22,20,56,0,0,1,0,0,1
55,59,160000,25,169,68,1411,302,5000,0,2,2,1,71,25,49,50,48,59,55,22,41,47,23,48,54,47,51,45,73,70,73,46,66,28,61,65,60,25,46,49,43,43,31,39,46,50,53,7,7,14,9,13,43,48,44,44,44,48,48,52,48,52,55,51,55,55,52,55,15,0,0,1,0,0,1
55,76,400000,19,178,75,1342,303,2000,1,3,2,1,80,51,43,59,23,47,49,59,32,41,42,61,40,36,42,59,79,81,62,39,67,51,47,46,55,34,29,17,49,44,52,50,21,22,30,12,13,9,10,12,54,55,54,54,54,55,54,56,46,56,43,37,43,41,34,41,17,0,0,1,0,0,1
55,62,210000,19,184,80,1239,313,500,1,3,1,1,56,53,49,55,47,53,20,15,14,44,15,15,39,30,35,35,45,50,49,50,55,37,59,45,70,15,45,24,15,51,30,39,24,25,22,56,53,49,53,55,31,31,31,31,31,31,36,35,38,35,34,38,34,34,35,34,56,0,0,1,0,0,1
55,68,275000,20,185,76,873,300,2000,1,2,1,1,57,53,54,55,26,55,14,6,14,15,9,8,14,13,21,16,29,22,30,48,47,41,58,18,48,6,17,6,6,46,13,32,7,14,13,57,53,54,55,55,21,18,19,19,19,18,22,21,23,21,19,21,19,19,21,19,56,0,0,1,0,0,1
55,62,240000,21,180,78,1302,289,550,1,3,2,1,66,28,38,49,51,57,44,29,44,41,22,51,28,26,26,42,68,64,56,55,65,27,56,63,56,25,53,49,41,39,33,46,47,57,58,6,6,9,7,9,44,46,44,44,44,46,45,49,44,49,54,49,54,55,54,55,14,0,0,1,0,0,1
55,69,275000,20,185,75,881,307,550,1,3,1,1,59,54,56,56,29,53,11,9,12,25,7,6,14,13,24,13,32,24,29,45,47,42,55,24,46,10,22,9,6,30,18,20,9,10,11,59,54,56,53,56,22,17,19,19,19,17,22,21,22,21,20,22,20,19,21,19,56,0,0,1,0,0,1
55,63,240000,23,185,76,1070,299,1000,1,3,1,1,56,56,55,54,24,54,31,20,19,27,19,17,13,16,31,36,22,28,35,45,42,41,62,45,57,12,21,7,11,55,26,32,9,23,25,56,56,55,54,54,29,27,28,28,28,27,32,31,33,31,29,30,29,28,27,28,56,0,0,1,0,0,1
55,70,250000,18,185,73,806,286,500,1,3,1,1,58,58,45,53,20,52,10,8,13,19,7,8,14,10,24,13,17,24,29,44,23,34,32,28,61,9,16,13,4,33,16,22,8,11,12,58,58,45,52,53,20,16,17,17,17,16,20,19,22,19,19,22,19,19,22,19,56,0,0,1,0,0,1
55,69,300000,18,184,75,1452,314,500,0,2,3,1,64,38,55,58,45,54,53,36,44,60,34,55,39,35,57,62,63,64,66,55,61,46,62,57,52,31,51,52,53,56,33,40,38,47,43,9,6,13,12,7,52,55,53,53,53,55,57,58,57,58,55,55,55,54,51,54,16,0,0,1,0,0,1
55,74,300000,18,172,65,1457,310,500,0,3,3,1,67,41,51,59,47,45,55,43,40,55,37,58,45,36,52,55,66,68,72,53,71,37,59,55,40,40,39,49,51,42,42,52,44,52,47,14,11,8,8,13,51,54,52,52,52,54,55,57,53,57,56,52,56,55,50,55,18,1,0,0,0,0,1
55,61,180000,22,188,87,1331,305,1000,1,3,2,1,64,44,32,43,55,67,21,52,50,39,21,39,26,20,37,38,72,58,55,49,63,45,65,63,75,39,50,56,20,32,32,49,55,59,50,10,7,12,11,10,47,41,41,41,41,41,42,43,43,43,50,51,50,53,57,53,16,0,0,1,0,0,1
55,68,275000,19,186,82,1311,289,900,1,2,2,1,58,24,43,44,52,68,39,21,48,50,19,40,34,28,48,45,55,60,53,48,52,38,68,62,75,17,58,48,22,36,32,48,52,56,53,9,12,10,12,11,41,40,39,39,39,40,42,45,46,45,52,53,52,53,57,53,17,0,0,1,1,0,0
55,67,250000,19,185,76,860,303,500,1,3,1,1,59,56,52,60,28,48,13,8,12,27,5,5,11,10,17,17,28,28,39,40,36,39,51,17,57,7,25,7,5,31,18,22,8,13,11,59,56,52,48,60,21,18,19,19,19,18,22,20,22,20,19,22,19,19,22,19,56,0,0,1,0,0,1
55,64,275000,22,180,72,1283,281,2000,1,3,2,1,58,25,39,40,54,65,39,21,53,47,24,32,29,24,40,45,60,56,50,52,51,30,67,62,73,25,49,54,25,30,33,38,52,56,54,8,11,10,9,12,41,39,37,37,37,39,40,43,44,43,53,53,53,54,57,54,17,0,0,1,0,0,1
55,66,275000,21,178,70,1519,335,2000,1,3,2,1,74,46,52,54,47,62,50,44,41,55,31,51,40,33,54,53,74,74,69,50,71,53,75,63,62,49,55,45,49,53,41,41,48,49,47,9,7,8,10,6,53,54,53,53,53,54,56,57,55,57,55,54,55,55,53,55,15,0,0,1,0,0,1
55,63,275000,22,175,70,1494,328,500,0,4,2,1,80,48,49,56,36,59,56,49,43,44,37,54,53,50,43,53,79,80,75,37,74,52,64,70,64,47,32,40,48,53,47,51,35,35,29,10,8,14,13,6,53,55,52,52,52,55,54,56,50,56,51,45,51,49,44,49,15,1,0,0,0,0,1
55,68,275000,19,183,80,1282,278,500,1,2,2,1,59,25,37,41,55,61,27,23,58,46,26,38,29,27,38,42,57,60,43,51,62,30,67,58,67,23,48,54,28,33,30,36,58,52,53,9,12,11,8,14,42,39,39,39,39,39,41,43,44,43,51,52,51,53,57,53,17,0,0,1,0,0,1
55,65,275000,22,172,63,1453,310,1000,1,3,2,1,63,51,50,56,44,46,43,50,45,59,33,54,32,31,52,54,69,58,62,50,78,59,61,60,37,50,48,40,51,50,58,50,46,46,43,5,8,6,9,6,54,54,54,54,54,54,56,56,55,56,52,51,52,51,48,51,14,0,0,1,0,0,1
55,66,250000,19,191,78,1266,278,500,1,3,2,1,60,21,39,41,55,62,27,16,47,50,24,35,27,27,45,46,65,55,48,45,48,32,73,59,68,15,47,55,32,35,30,43,53,58,55,8,10,11,10,10,40,39,38,38,38,39,42,44,45,44,52,53,52,53,57,53,15,0,0,1,0,0,1
55,69,250000,19,189,84,883,308,700,0,2,1,1,59,50,51,55,34,59,14,6,13,27,7,8,11,12,17,10,36,30,40,45,36,38,56,19,54,5,25,13,8,36,12,38,6,12,13,59,50,51,59,55,22,19,19,19,19,19,23,22,22,22,21,22,21,21,23,21,56,0,0,1,0,0,1
55,73,300000,18,178,78,1410,309,500,1,2,2,1,71,37,45,50,51,55,48,34,46,49,28,49,32,32,48,48,71,71,62,50,66,50,62,49,59,30,49,51,48,37,39,35,51,53,53,10,10,6,9,10,49,49,48,48,48,49,49,52,48,52,54,52,54,55,54,55,16,0,0,1,0,0,1
55,63,250000,22,178,70,994,321,2000,1,3,1,1,56,52,56,59,42,56,14,8,12,41,8,11,21,13,35,16,42,41,38,42,45,42,58,26,44,15,30,8,9,48,16,38,9,13,10,56,52,56,56,59,24,24,24,24,24,24,30,28,30,28,23,27,23,23,23,23,56,0,0,1,0,0,1
55,59,160000,25,165,59,1455,315,500,0,2,2,1,72,42,45,54,47,55,49,42,35,47,38,52,44,35,42,49,75,69,73,49,87,40,52,78,44,48,53,50,39,41,25,38,44,50,50,10,10,10,13,12,48,51,48,48,48,51,51,54,50,54,56,51,56,55,49,55,17,1,0,0,0,0,1
55,59,180000,23,176,69,1378,291,1000,1,3,2,1,58,42,54,56,32,49,52,36,32,55,42,59,44,42,56,47,55,61,62,53,64,52,48,53,49,38,42,26,59,56,46,56,32,38,30,15,9,7,13,5,50,53,52,52,52,53,55,56,53,56,47,46,47,45,40,45,17,0,0,1,0,0,1
55,73,325000,17,172,65,1448,308,500,1,3,3,1,69,48,50,60,35,46,42,50,38,52,44,58,50,41,48,60,69,69,64,54,82,53,54,51,40,43,55,27,45,57,45,54,37,37,39,10,5,6,10,13,53,55,55,55,55,55,57,57,53,57,49,47,49,48,43,48,16,0,0,1,0,0,1
55,73,300000,16,175,60,1369,302,500,0,2,2,1,74,32,44,50,51,51,50,35,39,50,27,45,32,25,48,45,72,75,77,50,75,26,62,52,49,30,50,52,35,31,35,42,50,53,54,13,8,7,12,5,44,48,44,44,44,48,47,50,47,50,55,51,55,55,53,55,16,0,1,0,1,0,0
55,69,275000,21,194,85,820,292,1000,1,3,1,1,59,51,51,50,23,58,11,6,11,26,5,5,12,12,15,19,27,17,33,48,25,38,32,28,61,5,22,7,7,33,14,21,8,12,12,59,51,51,58,50,22,17,19,19,19,17,22,21,23,21,20,23,20,20,22,20,56,0,0,1,0,0,1
55,70,300000,20,178,70,1338,286,1000,1,3,2,1,62,29,38,50,53,54,46,28,43,41,22,51,32,29,26,43,61,63,56,56,70,25,58,56,51,28,56,53,49,35,41,38,52,57,54,11,11,13,7,14,44,46,44,44,44,46,45,48,44,48,54,50,54,55,54,55,18,0,0,1,0,0,1
55,68,300000,19,179,70,1427,305,500,1,3,2,1,72,50,50,55,29,49,55,49,38,54,54,51,55,43,43,57,73,71,67,41,68,60,48,57,49,42,37,31,49,45,56,47,22,33,29,8,9,7,12,14,54,54,52,52,52,54,54,56,50,56,48,43,48,46,39,46,16,0,0,1,0,0,1
55,66,275000,22,193,73,1281,285,2000,0,2,2,1,65,28,33,36,54,69,23,26,48,42,31,31,32,27,33,39,67,63,39,44,43,35,70,66,74,21,61,54,28,29,40,40,53,57,53,13,6,13,6,14,41,37,37,37,37,37,38,41,41,41,50,51,50,53,57,53,16,0,0,1,0,0,1
55,58,170000,26,179,79,1396,308,500,0,4,2,1,77,54,37,55,19,66,32,55,56,40,44,57,32,29,26,49,76,77,67,46,64,55,76,58,70,52,62,17,53,46,62,40,13,14,18,13,7,9,13,8,57,53,53,53,53,53,52,53,44,53,39,36,39,38,37,38,16,1,0,0,0,0,1
55,64,275000,22,185,75,1303,294,1000,0,3,2,1,70,22,41,53,54,54,44,16,53,51,20,52,23,21,34,58,68,71,46,46,63,39,66,47,58,15,48,48,23,34,35,36,53,59,59,14,9,5,15,10,43,45,43,43,43,45,45,49,45,49,55,52,55,56,57,56,17,1,0,0,0,0,1
55,64,250000,22,190,88,904,310,800,1,3,1,1,59,56,54,59,35,47,11,6,13,23,7,8,9,10,21,17,31,40,33,44,47,41,64,28,62,6,24,9,6,21,12,38,8,15,13,59,56,54,47,59,23,18,19,19,19,18,21,21,21,21,22,23,22,22,24,22,56,0,0,1,0,0,1
55,74,325000,17,171,60,1481,312,500,0,3,2,1,72,50,52,59,35,44,42,51,38,55,47,54,49,50,53,57,73,71,80,45,86,53,56,52,37,47,46,24,47,55,49,53,32,43,42,8,7,13,12,7,53,55,54,54,54,55,57,56,53,56,48,46,48,48,42,48,15,1,0,0,0,0,1
55,66,275000,22,187,80,1326,289,1000,1,2,2,1,67,54,39,51,20,58,28,56,57,46,38,49,41,32,28,54,68,67,55,48,60,58,68,55,72,50,26,18,50,45,62,46,14,16,15,11,13,6,7,13,57,51,52,52,52,51,52,51,45,51,38,36,38,37,35,37,17,0,0,1,0,0,1
55,58,170000,23,181,79,1405,306,500,0,2,2,1,54,38,50,55,49,60,54,49,52,54,28,56,47,27,42,56,54,54,54,52,54,25,59,64,61,27,51,47,55,50,36,52,46,52,53,11,10,12,6,7,51,53,51,51,51,53,54,56,53,56,55,53,55,55,54,55,15,0,0,1,0,0,1
55,67,250000,18,180,75,862,303,500,1,2,1,1,54,58,49,56,31,55,14,7,14,23,8,5,11,10,17,17,32,30,23,39,47,37,63,18,51,8,20,13,4,34,15,34,7,11,12,54,58,49,55,56,21,17,18,18,18,17,21,21,21,21,20,21,20,20,22,20,56,0,0,1,0,0,1
55,69,300000,19,179,74,1514,319,1000,1,3,2,1,62,41,55,55,57,49,48,36,41,61,39,52,45,33,59,55,64,61,66,55,68,51,66,52,48,42,44,60,46,58,36,47,60,57,60,5,13,9,13,11,50,53,52,52,52,53,56,56,57,56,59,59,59,59,57,59,17,0,0,1,0,0,1
55,63,240000,23,190,79,843,304,1000,1,3,1,1,54,53,55,62,24,56,14,8,11,20,5,9,13,14,29,16,30,15,25,40,26,41,32,28,63,8,19,14,6,31,16,33,6,10,14,54,53,55,56,62,21,17,18,18,18,17,21,21,23,21,20,23,20,19,21,19,56,0,0,1,0,0,1
55,70,300000,20,177,76,1475,311,700,0,3,2,1,59,45,57,54,43,53,47,45,40,64,40,47,51,48,62,57,58,60,64,51,69,51,56,54,57,40,40,44,49,55,46,58,42,44,46,13,10,10,8,7,52,52,52,52,52,52,56,56,57,56,53,54,53,52,49,52,16,0,0,1,0,0,1
55,59,140000,26,185,80,889,301,500,1,3,1,1,55,50,53,57,34,52,10,9,13,20,5,5,12,12,23,13,35,32,24,54,44,40,58,28,56,6,28,10,7,34,12,29,7,12,13,55,50,53,52,57,23,18,20,20,20,18,22,22,23,22,21,23,21,21,23,21,56,0,0,1,0,0,1
55,62,240000,21,177,73,1436,311,500,0,2,2,1,69,31,46,54,53,58,46,27,51,53,20,53,41,34,44,50,69,69,68,60,62,42,63,62,50,26,70,49,34,39,41,50,54,56,55,9,9,6,13,11,47,49,47,47,47,49,49,52,50,52,57,55,57,57,57,57,18,0,0,1,0,0,1
55,67,275000,17,168,58,1379,298,500,0,3,2,1,65,39,53,56,37,48,37,38,44,63,35,48,40,39,60,68,63,67,57,54,61,40,57,64,42,37,39,25,45,52,44,58,36,42,41,12,6,10,8,5,50,53,52,52,52,53,57,57,57,57,51,51,51,50,44,50,15,1,0,0,0,0,1
55,58,150000,26,179,73,1365,297,500,1,2,2,1,68,26,42,45,51,65,46,19,52,49,26,42,38,21,47,40,66,69,67,47,62,36,79,67,67,25,54,47,34,30,35,43,49,55,54,10,9,11,6,6,43,43,40,40,40,43,43,47,45,47,54,52,54,55,56,55,14,1,0,0,0,0,1
55,64,275000,22,176,68,1387,295,1000,1,3,2,1,70,28,38,57,49,53,42,29,46,38,28,53,40,32,36,56,70,70,75,54,75,24,71,64,44,25,58,48,37,34,31,45,45,53,57,12,6,9,14,11,44,48,45,45,45,48,47,51,46,51,55,50,55,55,53,55,17,0,0,1,0,0,1
55,68,300000,20,186,72,1372,301,1000,1,2,2,1,71,31,43,48,49,59,49,31,42,46,27,53,37,30,38,38,70,72,57,48,59,31,64,66,58,27,53,49,51,39,38,40,46,51,55,8,8,9,13,9,46,48,45,45,45,48,47,51,46,51,54,50,54,54,52,54,16,0,0,1,0,0,1
55,68,275000,18,183,78,1326,290,950,1,2,2,1,64,28,47,45,58,48,42,22,43,57,32,41,34,38,51,49,67,61,62,35,51,42,46,39,48,29,62,51,21,35,31,35,56,67,66,13,9,7,6,13,40,42,40,40,40,42,44,46,46,46,54,55,54,56,57,56,15,0,0,1,0,0,1
55,67,275000,20,191,80,1296,285,1000,1,2,2,1,64,28,38,34,54,67,30,28,54,48,28,29,33,29,38,31,63,64,48,43,48,33,67,63,73,21,55,55,29,33,43,41,50,56,53,7,10,12,8,14,41,37,36,36,36,37,39,41,42,41,51,51,51,53,57,53,16,0,0,1,0,0,1
55,69,275000,19,183,75,1384,301,2000,1,2,2,1,57,32,52,51,49,60,40,28,47,59,29,51,35,38,61,48,61,53,54,55,59,45,58,59,61,30,59,46,33,53,28,49,47,54,51,12,6,7,7,10,46,47,46,46,46,47,51,52,54,52,53,56,53,53,54,53,16,0,0,1,0,0,1
55,64,275000,20,176,65,1423,305,1000,1,4,2,1,71,29,45,54,49,57,49,23,36,46,22,52,47,34,42,50,70,72,70,50,73,37,69,60,58,29,46,52,44,45,33,48,50,52,47,14,12,14,15,10,45,49,46,46,46,49,49,52,49,52,55,52,55,54,52,54,19,1,0,0,1,0,0
55,65,275000,22,161,63,1508,319,500,1,4,2,1,73,46,48,57,49,46,50,49,45,49,37,55,47,40,44,52,70,76,72,47,87,47,62,63,36,42,48,50,49,50,43,48,45,54,52,11,14,10,6,6,52,54,52,52,52,54,54,56,52,56,56,51,56,56,51,56,15,0,0,1,0,0,1
55,72,300000,19,186,80,1338,304,850,1,3,2,1,77,31,37,39,55,65,29,29,60,45,27,33,30,34,40,37,73,81,63,41,62,35,60,65,73,31,46,50,34,29,34,38,54,57,55,7,8,6,5,5,45,41,40,40,40,41,41,44,42,44,52,51,52,55,57,55,12,0,0,1,0,0,1
55,73,325000,18,178,69,1540,319,2000,1,3,2,1,57,49,55,57,47,54,47,41,47,61,42,59,48,49,60,52,64,52,66,54,67,65,49,53,52,49,62,51,52,51,52,48,44,49,44,11,14,14,12,7,54,54,54,54,54,54,57,56,57,56,54,55,54,53,52,53,18,0,0,1,0,0,1
55,70,300000,21,183,76,1450,310,1000,1,3,3,1,68,58,43,57,27,57,47,58,51,40,52,63,46,42,35,51,65,71,56,49,54,61,72,62,60,58,41,22,62,50,54,47,29,21,22,10,14,12,10,10,59,56,56,56,56,56,55,56,48,56,44,39,44,42,39,42,17,1,0,0,0,1,0
55,65,275000,21,169,68,1554,340,500,1,3,2,1,76,41,49,55,54,65,44,41,50,55,32,50,35,36,52,53,69,81,81,48,80,46,83,52,70,40,65,55,35,47,38,51,54,55,53,9,8,11,13,13,51,51,49,49,49,51,53,54,52,54,56,56,56,57,59,57,17,0,1,0,0,0,1
55,70,300000,18,178,66,1547,328,500,1,3,2,1,67,47,53,57,53,51,44,45,44,60,42,52,45,40,55,58,67,67,75,50,75,54,65,60,42,45,57,54,55,53,39,58,52,56,52,9,8,6,11,10,54,55,54,54,54,55,57,57,57,57,57,57,57,57,55,57,16,0,0,1,0,0,1
55,71,325000,18,168,56,1438,305,500,1,3,2,1,74,49,54,61,30,37,57,51,23,55,44,59,58,44,56,60,75,74,76,43,92,55,62,48,27,45,40,24,44,48,32,49,33,31,33,5,10,13,11,10,51,57,54,54,54,57,57,58,52,58,48,44,48,46,37,46,15,0,0,1,0,0,1
55,59,190000,22,173,65,1400,304,2000,1,2,2,1,67,56,44,58,19,60,44,61,50,48,47,62,39,27,38,51,66,68,70,47,63,55,62,56,59,50,68,18,53,47,60,47,14,18,10,9,12,9,8,11,57,55,55,55,55,55,55,55,48,55,40,38,40,38,36,38,16,0,0,1,0,0,1
55,56,140000,27,180,70,1535,323,2000,1,3,2,1,58,42,56,51,52,64,46,29,50,62,38,46,53,45,59,52,59,57,68,56,57,60,59,63,70,51,50,53,50,56,41,45,54,52,49,7,10,9,13,11,52,51,51,51,51,51,55,54,56,54,56,56,56,56,56,56,17,0,1,0,1,0,0
55,63,275000,23,188,78,1440,308,500,1,2,3,1,66,51,53,55,31,52,53,52,42,55,50,56,56,55,49,55,63,68,57,44,51,51,50,51,62,51,29,22,51,52,50,47,24,41,32,12,15,14,13,14,55,55,53,53,53,55,56,56,52,56,47,44,47,45,41,45,19,0,0,1,0,0,1
55,66,275000,21,171,62,1559,333,500,1,3,2,1,69,42,53,60,50,59,41,40,41,58,42,56,50,43,56,59,67,71,77,52,70,45,72,61,59,42,52,49,50,55,47,56,50,50,56,15,7,6,13,7,52,55,54,54,54,55,58,57,57,57,56,56,56,56,55,56,17,1,0,0,0,0,1
55,71,325000,19,178,71,1348,297,600,1,3,2,1,70,52,47,61,22,45,47,54,34,50,44,61,42,40,43,61,72,68,74,38,70,56,41,42,44,45,50,21,48,49,49,55,20,21,20,12,5,8,9,10,54,55,54,54,54,55,56,56,49,56,42,39,42,39,34,39,14,0,0,1,0,0,1
55,72,325000,17,177,69,1391,297,500,0,3,2,1,74,38,53,59,28,45,43,38,32,59,33,56,45,41,54,58,75,73,76,49,74,41,55,49,44,36,39,21,46,56,40,44,23,36,33,14,15,14,8,15,49,54,52,52,52,54,57,57,53,57,47,45,47,45,39,45,19,0,0,1,0,0,1
55,70,275000,19,185,70,1309,294,1000,1,2,2,1,76,26,31,40,56,65,25,23,55,35,27,35,28,22,35,38,77,76,55,46,65,39,72,64,69,18,52,54,22,32,33,42,51,62,54,12,12,8,7,6,41,38,37,37,37,38,38,42,40,42,52,50,52,54,57,54,15,0,0,1,1,0,0
